feature,PC1,PC2,PC3,PC4,PC5
cerebellum.CerebNet_Cbm_Vermis_VII,0.032415839305096124,0.07186766722728738,-0.018623994467579216,-0.07311541102301852,-0.006639340415740032
cerebellum.CerebNet_Cbm_Vermis_VIII,0.06201893400475711,0.12904062353299128,0.012426946233512159,-0.033740499936320244,-0.051052727692883444
cerebellum.CerebNet_Cbm_Vermis_X,0.038242091732382154,0.10455046978127697,0.01981088161981462,-0.06660619511144927,-0.00997536022966003
cerebellum.CerebNet_Left-Cerebellum-Cortex,0.09910499198004512,0.1859207801067836,-0.06148208557190357,-0.048598790836311606,0.0016410191289369797
cerebellum.CerebNet_Left-Cerebellum-White-Matter,0.10049158335683235,0.15111004609115303,-0.045285761420058475,-0.05612077276849812,0.0546627914685684
cerebellum.CerebNet_Right-Cerebellum-Cortex,0.10123594065687667,0.17458705175443776,-0.07104563774923424,-0.03733154970866484,0.008392812479852902
cerebellum.CerebNet_Right-Cerebellum-White-Matter,0.10127270486959405,0.14375237311580183,-0.05107589862121784,-0.04190710841519319,0.015200020169029922
hypothalamus.HypVINN_Ant-Commisure,0.01933022023519326,-0.03188231446859745,-0.09899350209572925,0.20104941578541147,0.05054136946915605
hypothalamus.HypVINN_Hypophysis,0.057179702184721785,0.05154997473130303,-0.013198982681001063,0.12222668352179356,0.05853554167617385
hypothalamus.HypVINN_L-Ant-Hypothalamus,0.05027337883823721,0.0145142114326281,-0.1033642921044005,0.0811817504604293,-0.006596291890962358
hypothalamus.HypVINN_L-C.mammilare,0.04408895007371559,0.004420092083422447,0.013649551224108011,0.14295164125058588,-0.13732422616669132
hypothalamus.HypVINN_L-Chiasma-Opticum,0.03618923663118947,0.05514715040941347,-0.026988969322118618,0.1645184347909305,0.028708721391867743
hypothalamus.HypVINN_L-Fornix,0.0544720072943586,0.04477253117033189,0.07297801641632627,0.161991600207922,0.0030459091276367795
hypothalamus.HypVINN_L-Lat-Hypothalamus,0.04853429637571079,-0.0322812739005319,-0.07513534418149435,0.24919980395837452,-0.004578951651064145
hypothalamus.HypVINN_L-Med-Hypothalamus,0.06479622436399923,-0.005848834450533934,0.0581694147108341,0.17977886421219214,-0.014401108119905373
hypothalamus.HypVINN_L-Optic-tract,0.06687784679854197,-0.03242346679872327,-0.059174435891537806,0.2180806817779917,0.07690408392082566
hypothalamus.HypVINN_L-Post-Hypothalamus,0.06361038013191349,0.011587225411732282,-0.07492805997366185,0.24253512977903205,-0.1186364688534598
hypothalamus.HypVINN_R-Ant-Hypothalamus,0.043840405464818634,0.052301078315787904,-0.12571668864571525,0.17196998257002305,0.00956303451806083
hypothalamus.HypVINN_R-C.mammilare,0.05317822934141748,-0.0031608662862167318,-0.012476420130508158,0.20565963354014785,-0.06446315755956274
hypothalamus.HypVINN_R-Chiasma-Opticum,0.03492648270575224,0.06999469502641106,-0.008503126349914326,0.14757739677104625,0.043296259572491794
hypothalamus.HypVINN_R-Fornix,0.05063724662578845,-0.03949044139196086,0.006808621814654666,0.15772540564260432,0.06213771468010146
hypothalamus.HypVINN_R-Lat-Hypothalamus,0.053429563741584335,-0.014827336052019227,-0.09516259972544769,0.22823735543558507,-0.027844272437386935
hypothalamus.HypVINN_R-Med-Hypothalamus,0.07077432495451487,0.006249265495707901,0.025611732990424754,0.17450806605793825,-0.08675929633205627
